;GO:0014068;GO:0008584;GO:0032693;GO:0035162;GO:0038155;GO:0051928;GO:1901224;GO:0046854;GO:0042531;GO:0051091;GO:0045766;GO:0006687;GO:0000187;GO:0032725;GO:0051000;GO:0048247;GO:0048245;GO:0006958;GO:0032729;GO:0050715;GO:0034105;GO:0050716;GO:0010536;GO:0035556;GO:0033138;GO:0086003;GO:0098909;GO:2000251;GO:0050729;GO:1904343;GO:0002371;GO:1904349;GO:0008354;GO:0006974;GO:0051770;GO:0001558;GO:0010666;GO:0002925;GO:0086091;GO:0120072;GO:0051259;GO:0051897;GO:0043922;GO:0008285;GO:0008284;GO:0061515;GO:0097192;GO:0045944;GO:0038093;GO:0050850;GO:0097067;GO:0000165;GO:0034605;GO:0030889;GO:0071277;GO:0051781;GO:0045672;GO:0019221;GO:0051142;GO:0032024;GO:0050855;GO:2000650;GO:0050731;GO:0050853;GO:2000391;GO:0060374;GO:2001240;GO:0031295;GO:0038083;GO:0043410;GO:0002230;GO:0001660;GO:0046888;GO:0001541;GO:0032819;GO:0043382;GO:0030593;GO:0051712;GO:0010881;GO:0018108;GO:0032092;GO:1904251;GO:1905065;GO:0046777;GO:0008542;GO:0045840;GO:0003254;GO:0043303;GO:0002320;GO:1902514;GO:0043547;GO:0002675;GO:0051289;GO:0050871;GO:0097324;GO:0043031;GO:0002318;GO:0032762;GO:0051607;GO:0010613;GO:0032760;GO:0030223;GO:0050910;GO:0038109;GO:0030225;GO:0010575;GO:0035234;GO:0030183;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0042100;GO:0042104;GO:0042742;GO:0060314;GO:0030217;GO:0007219;GO:0030218;GO:0002327;GO:0010628;GO:0010863;GO:0010469;GO:0001916;GO:0018105;GO:0032755;GO:0018107;GO:0030335;GO:0048170;GO:0008360;GO:0071639;GO:1901844;GO:0009615;GO:0045747;GO:1901725;GO:0045471;GO:0009968;GO:0045590;GO:0048863;GO:0032740;GO:0035855;GO:0071356;GO:2000330;GO:0032469;GO:0050777;GO:0031532;GO:0050776;GO:0060333;GO:0045639;GO:0038165;GO:0050829;GO:0007286;GO:0007169;GO:1901215;GO:0038162;GO:0002551;GO:0006357;GO:0002026;GO:0045086;GO:0032735;GO:0030318;GO:0071222;GO:2000503;GO:0002548;GO:0045087;GO:0070098;GO:0043066;GO:0042130;GO:0030838;GO:0042098;GO:0070374;GO:0043065;GO:0071347;GO:0002827;GO:0030032;GO:0071345;GO:0070498;GO:0071346;GO:0032733
GO:0050777;0.18181818181818177;0.0;0.2857142857142857;0.0;0.2142857142857143;0.17647058823529416;0.18181818181818177;0.0;0.07843137254901966;0.10344827586206895;0.1578947368421053;0.0;0.06557377049180324;0.19999999999999996;0.1428571428571429;0.0;0.0;0.2142857142857143;0.19999999999999996;0.08823529411764708;0.23076923076923073;0.07894736842105265;0.06557377049180324;0.25;0.08333333333333337;0.0;0.23076923076923073;0.1428571428571429;0.23529411764705888;0.1428571428571429;0.0;0.1428571428571429;0.0;0.0;0.1578947368421053;0.25;0.13043478260869568;0.19999999999999996;0.1578947368421053;0.1428571428571429;0.0;0.18181818181818177;0.10810810810810811;0.33333333333333337;0.23076923076923073;0.0;0.1875;0.07317073170731703;0.4;0.18181818181818177;0.0;0.09677419354838712;0.0;0.2142857142857143;0.0;0.23076923076923073;0.13793103448275867;0.23076923076923073;0.09090909090909094;0.07499999999999996;0.4285714285714286;0.12121212121212122;0.08333333333333337;0.25;0.13793103448275867;0.0;0.2068965517241379;0.13793103448275867;0.0;0.0888888888888889;0.2941176470588235;0.09523809523809523;0.16000000000000003;0.0;0.1333333333333333;0.12765957446808507;0.0;0.19999999999999996;0.07692307692307687;0.0;0.1428571428571429;0.1875;0.11538461538461542;0.0;0.0;0.12;0.19999999999999996;0.0;0.0;0.16666666666666663;0.125;0.21052631578947367;0.0;0.19999999999999996;0.0;0.375;0.0;0.0;0.0;0.2222222222222222;0.17647058823529416;0.0;0.0;0.1875;0.0;0.19999999999999996;0.0;0.0;0.25;0.13043478260869568;0.13888888888888884;0.07894736842105265;0.0;0.10526315789473684;0.0;0.11428571428571432;0.0;0.23076923076923073;0.0;0.0;0.19999999999999996;0.09999999999999998;0.2857142857142857;0.19999999999999996;0.0;0.19999999999999996;0.0;0.15000000000000002;0.09090909090909094;0.19999999999999996;0.17647058823529416;0.16666666666666663;0.0;0.19999999999999996;0.1071428571428571;0.0;0.375;0.14634146341463417;0.0;0.19999999999999996;0.0;0.0;0.08955223880597019;0.07692307692307687;1.0;0.0;0.5555555555555556;0.2142857142857143;0.17391304347826086;0.2142857142857143;0.0;0.0;0.2142857142857143;0.2857142857142857;0.2142857142857143;0.0;0.12;0.2142857142857143;0.07894736842105265;0.19999999999999996;0.0;0.0;0.13888888888888884;0.0;0.0;0.2142857142857143;0.25;0.17647058823529416;0.07894736842105265;0.0;0.08510638297872342;0.17647058823529416;0.0;0.33333333333333337;0.0;0.0;0.2142857142857143;0.0;0.19999999999999996
GO:0031532;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.10526315789473684;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.16666666666666663;0.125;0.0;0.11111111111111116;0.0;0.10526315789473684;0.06451612903225812;0.1333333333333333;0.0;0.11764705882352944;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.1428571428571429;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.05128205128205132;0.07407407407407407;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.0;0.06060606060606055;0.16666666666666663;0.0;0.0;0.0;0.2857142857142857;0.0;0.1428571428571429;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.125;0.1428571428571429;0.0;0.1333333333333333;0.11111111111111116;0.16666666666666663;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.11111111111111116;0.15384615384615385;0.16666666666666663;0.10526315789473684;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.1428571428571429;0.11764705882352944;0.0;0.07999999999999996;0.0;1.0;0.0;0.1428571428571429;0.0;0.1428571428571429;0.0;0.125;0.1428571428571429;0.0;0.1428571428571429;0.09999999999999998;0.0;0.0;0.0;0.0;0.16666666666666663;0.07999999999999996;0.0;0.09999999999999998;0.0;0.1428571428571429;0.0;0.0;0.11111111111111116;0.11764705882352944;0.0;0.0;0.11764705882352944;0.0;0.2857142857142857;0.1333333333333333;0.1428571428571429;0.11764705882352944;0.0
GO:0050776;0.2222222222222222;0.0;0.2727272727272727;0.0;0.30000000000000004;0.23076923076923073;0.2222222222222222;0.0;0.08510638297872342;0.12;0.19999999999999996;0.0;0.07017543859649122;0.2727272727272727;0.17647058823529416;0.0;0.0;0.19999999999999996;0.2727272727272727;0.09999999999999998;0.33333333333333337;0.08823529411764708;0.07017543859649122;0.375;0.09375;0.0;0.33333333333333337;0.17647058823529416;0.3076923076923077;0.17647058823529416;0.0;0.17647058823529416;0.0;0.0;0.19999999999999996;0.375;0.1578947368421053;0.18518518518518523;0.19999999999999996;0.17647058823529416;0.0;0.2222222222222222;0.08823529411764708;0.33333333333333337;0.33333333333333337;0.0;0.25;0.08108108108108103;0.41666666666666663;0.2222222222222222;0.0;0.11111111111111116;0.0;0.15384615384615385;0.0;0.33333333333333337;0.16000000000000003;0.33333333333333337;0.09999999999999998;0.08333333333333337;0.4545454545454546;0.09999999999999998;0.09375;0.23809523809523814;0.16000000000000003;0.0;0.14814814814814814;0.16000000000000003;0.0;0.09756097560975607;0.3846153846153846;0.11764705882352944;0.13636363636363635;0.0;0.15384615384615385;0.11363636363636365;0.0;0.2727272727272727;0.08571428571428574;0.0;0.19999999999999996;0.25;0.13636363636363635;0.0;0.0;0.1428571428571429;0.2727272727272727;0.0;0.0;0.2142857142857143;0.16666666666666663;0.2666666666666667;0.0;0.25;0.0;0.2857142857142857;0.0;0.0;0.0;0.2857142857142857;0.23076923076923073;0.0;0.0;0.25;0.0;0.2727272727272727;0.0;0.0;0.375;0.1578947368421053;0.15625;0.08823529411764708;0.0;0.11764705882352944;0.0;0.12903225806451613;0.0;0.33333333333333337;0.0;0.0;0.2727272727272727;0.125;0.4;0.18518518518518523;0.0;0.2727272727272727;0.0;0.1875;0.10344827586206895;0.2727272727272727;0.23076923076923073;0.2142857142857143;0.0;0.25;0.125;0.0;0.2857142857142857;0.10256410256410253;0.0;0.2727272727272727;0.0;0.0;0.078125;0.09090909090909094;0.5555555555555556;0.0;1.0;0.30000000000000004;0.21052631578947367;0.30000000000000004;0.0;0.0;0.30000000000000004;0.2727272727272727;0.30000000000000004;0.0;0.1428571428571429;0.30000000000000004;0.08823529411764708;0.2727272727272727;0.0;0.0;0.15625;0.0;0.0;0.30000000000000004;0.23076923076923073;0.125;0.08823529411764708;0.0;0.09302325581395354;0.23076923076923073;0.0;0.33333333333333337;0.0;0.0;0.30000000000000004;0.0;0.2727272727272727
GO:0060333;0.19047619047619047;0.0;0.2142857142857143;0.0;1.0;0.1875;0.19047619047619047;0.08333333333333337;0.07999999999999996;0.14814814814814814;0.16666666666666663;0.09523809523809523;0.06666666666666665;0.2142857142857143;0.15000000000000002;0.10526315789473684;0.09090909090909094;0.09999999999999998;0.2142857142857143;0.125;0.25;0.11111111111111116;0.06666666666666665;0.75;0.11764705882352944;0.16666666666666663;0.25;0.21052631578947367;0.17647058823529416;0.15000000000000002;0.0;0.15000000000000002;0.1428571428571429;0.16666666666666663;0.16666666666666663;0.4;0.19047619047619047;0.09375;0.16666666666666663;0.15000000000000002;0.15384615384615385;0.19047619047619047;0.11111111111111116;0.36363636363636365;0.36363636363636365;0.16666666666666663;0.6363636363636364;0.10256410256410253;0.5384615384615384;0.19047619047619047;0.10526315789473684;0.2222222222222222;0.1333333333333333;0.13793103448275867;0.11764705882352944;0.36363636363636365;0.1428571428571429;0.875;0.09302325581395354;0.10526315789473684;0.2666666666666667;0.09090909090909094;0.11764705882352944;0.31818181818181823;0.1428571428571429;0.1428571428571429;0.1333333333333333;0.1428571428571429;0.06896551724137934;0.09090909090909094;0.16666666666666663;0.09999999999999998;0.16666666666666663;0.0;0.13793103448275867;0.08333333333333337;0.09090909090909094;0.2142857142857143;0.17142857142857137;0.07407407407407407;0.15384615384615385;0.2857142857142857;0.16666666666666663;0.07999999999999996;0.0;0.17391304347826086;0.3076923076923077;0.06060606060606055;0.16666666666666663;0.17647058823529416;0.1333333333333333;0.1578947368421053;0.125;0.21052631578947367;0.1428571428571429;0.23529411764705888;0.16666666666666663;0.0;0.0;0.16666666666666663;0.1875;0.1333333333333333;0.0;0.8;0.1428571428571429;0.2142857142857143;0.1333333333333333;0.11111111111111116;0.75;0.19047619047619047;0.11111111111111116;0.11111111111111116;0.11764705882352944;0.10810810810810811;0.0;0.11764705882352944;0.11111111111111116;0.875;0.16666666666666663;0.10526315789473684;0.2142857142857143;0.10526315789473684;0.3076923076923077;0.09375;0.07407407407407407;0.2142857142857143;0.07407407407407407;0.2222222222222222;0.12903225806451613;0.3076923076923077;0.1875;0.25;0.0;0.21052631578947367;0.15384615384615385;0.0;0.23529411764705888;0.09523809523809523;0.18181818181818177;0.2142857142857143;0.1428571428571429;0.11764705882352944;0.05882352941176472;0.125;0.2142857142857143;0.1428571428571429;0.30000000000000004;1.0;0.18181818181818177;1.0;0.0;0.125;0.7777777777777778;0.3076923076923077;1.0;0.09999999999999998;0.17391304347826086;0.23076923076923073;0.11111111111111116;0.2142857142857143;0.16666666666666663;0.07999999999999996;0.11111111111111116;0.09999999999999998;0.0;1.0;0.2666666666666667;0.11428571428571432;0.1428571428571429;0.11764705882352944;0.08695652173913049;0.2666666666666667;0.11764705882352944;0.15000000000000002;0.125;0.1333333333333333;1.0;0.11764705882352944;0.2142857142857143
GO:0045639;0.2068965517241379;0.0;0.17391304347826086;0.0;0.18181818181818177;0.16000000000000003;0.2068965517241379;0.0;0.10344827586206895;0.13888888888888884;0.40909090909090906;0.0;0.08823529411764708;0.2857142857142857;0.13793103448275867;0.0;0.0;0.16216216216216217;0.2857142857142857;0.21052631578947367;0.3157894736842105;0.19047619047619047;0.08823529411764708;0.19999999999999996;0.1428571428571429;0.0;0.13636363636363635;0.2222222222222222;0.15384615384615385;0.2222222222222222;0.0;0.2222222222222222;0.0;0.0;0.14814814814814814;0.19999999999999996;0.2068965517241379;0.15384615384615385;0.14814814814814814;0.2222222222222222;0.0;0.2068965517241379;0.08695652173913049;0.19047619047619047;0.3157894736842105;0.0;0.16666666666666663;0.12765957446808507;0.19999999999999996;0.2068965517241379;0.0;0.10256410256410253;0.0;0.13157894736842102;0.0;0.3157894736842105;0.75;0.19047619047619047;0.16326530612244894;0.13043478260869568;0.20833333333333337;0.06976744186046513;0.1428571428571429;0.21875;0.23529411764705888;0.0;0.09999999999999998;0.23529411764705888;0.0;0.11538461538461542;0.14814814814814814;0.06666666666666665;0.11764705882352944;0.0;0.22857142857142854;0.37777777777777777;0.0;0.17391304347826086;0.10869565217391308;0.0;0.08695652173913049;0.16666666666666663;0.52;0.0;0.0;0.19354838709677424;0.17391304347826086;0.0;0.0;0.11111111111111116;0.07999999999999996;0.1428571428571429;0.0;0.31999999999999995;0.0;0.1923076923076923;0.0;0.0;0.0;0.24;0.26086956521739135;0.0;0.0;0.16666666666666663;0.0;0.2857142857142857;0.0;0.0;0.19999999999999996;0.2068965517241379;0.19047619047619047;0.13636363636363635;0.0;0.18604651162790697;0.0;0.09090909090909094;0.0;0.19047619047619047;0.0;0.0;0.17391304347826086;0.06896551724137934;0.17391304347826086;0.15384615384615385;0.0;0.2857142857142857;0.0;0.23076923076923073;0.40625;0.2272727272727273;0.26086956521739135;0.19999999999999996;0.0;0.2222222222222222;0.11111111111111116;0.0;0.14814814814814814;0.21739130434782605;0.0;0.2857142857142857;0.0;0.0;0.2615384615384615;0.05714285714285716;0.17391304347826086;0.0;0.21052631578947367;0.18181818181818177;1.0;0.18181818181818177;0.0;0.0;0.18181818181818177;0.17391304347826086;0.18181818181818177;0.0;0.12121212121212122;0.18181818181818177;0.19047619047619047;0.2857142857142857;0.0;0.0;0.19047619047619047;0.0;0.0;0.18181818181818177;0.16000000000000003;0.11363636363636365;0.13636363636363635;0.0;0.11111111111111116;0.26086956521739135;0.0;0.2222222222222222;0.0;0.0;0.18181818181818177;0.0;0.2857142857142857
GO:0038165;0.19047619047619047;0.0;0.2142857142857143;0.0;1.0;0.1875;0.19047619047619047;0.08333333333333337;0.07999999999999996;0.14814814814814814;0.16666666666666663;0.09523809523809523;0.06666666666666665;0.2142857142857143;0.15000000000000002;0.10526315789473684;0.09090909090909094;0.09999999999999998;0.2142857142857143;0.125;0.25;0.11111111111111116;0.06666666666666665;0.75;0.11764705882352944;0.16666666666666663;0.25;0.21052631578947367;0.17647058823529416;0.15000000000000002;0.0;0.15000000000000002;0.1428571428571429;0.16666666666666663;0.16666666666666663;0.4;0.19047619047619047;0.09375;0.16666666666666663;0.15000000000000002;0.15384615384615385;0.19047619047619047;0.11111111111111116;0.36363636363636365;0.36363636363636365;0.16666666666666663;0.6363636363636364;0.10256410256410253;0.5384615384615384;0.19047619047619047;0.10526315789473684;0.2222222222222222;0.1333333333333333;0.13793103448275867;0.11764705882352944;0.36363636363636365;0.1428571428571429;0.875;0.09302325581395354;0.10526315789473684;0.2666666666666667;0.09090909090909094;0.11764705882352944;0.31818181818181823;0.1428571428571429;0.1428571428571429;0.1333333333333333;0.1428571428571429;0.06896551724137934;0.09090909090909094;0.16666666666666663;0.09999999999999998;0.16666666666666663;0.0;0.13793103448275867;0.08333333333333337;0.09090909090909094;0.2142857142857143;0.17142857142857137;0.07407407407407407;0.15384615384615385;0.2857142857142857;0.16666666666666663;0.07999999999999996;0.0;0.17391304347826086;0.3076923076923077;0.06060606060606055;0.16666666666666663;0.17647058823529416;0.1333333333333333;0.1578947368421053;0.125;0.21052631578947367;0.1428571428571429;0.23529411764705888;0.16666666666666663;0.0;0.0;0.16666666666666663;0.1875;0.1333333333333333;0.0;0.8;0.1428571428571429;0.2142857142857143;0.1333333333333333;0.11111111111111116;0.75;0.19047619047619047;0.11111111111111116;0.11111111111111116;0.11764705882352944;0.10810810810810811;0.0;0.11764705882352944;0.11111111111111116;0.875;0.16666666666666663;0.10526315789473684;0.2142857142857143;0.10526315789473684;0.3076923076923077;0.09375;0.07407407407407407;0.2142857142857143;0.07407407407407407;0.2222222222222222;0.12903225806451613;0.3076923076923077;0.1875;0.25;0.0;0.21052631578947367;0.15384615384615385;0.0;0.23529411764705888;0.09523809523809523;0.18181818181818177;0.2142857142857143;0.1428571428571429;0.11764705882352944;0.05882352941176472;0.125;0.2142857142857143;0.1428571428571429;0.30000000000000004;1.0;0.18181818181818177;1.0;0.0;0.125;0.7777777777777778;0.3076923076923077;1.0;0.09999999999999998;0.17391304347826086;0.23076923076923073;0.11111111111111116;0.2142857142857143;0.16666666666666663;0.07999999999999996;0.11111111111111116;0.09999999999999998;0.0;1.0;0.2666666666666667;0.11428571428571432;0.1428571428571429;0.11764705882352944;0.08695652173913049;0.2666666666666667;0.11764705882352944;0.15000000000000002;0.125;0.1333333333333333;1.0;0.11764705882352944;0.2142857142857143
GO:0050829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05714285714285716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08695652173913049;0.0;0.16666666666666663;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666667;0.0;0.0;0.0;0.13043478260869568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9166666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5833333333333333;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1923076923076923;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.10526315789473684;0.0;0.09523809523809523;0.0
GO:0007286;0.0;0.3846153846153846;0.0;0.2142857142857143;0.125;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.09523809523809523;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.6;0.11111111111111116;0.0;0.09999999999999998;0.0;0.09523809523809523;0.06060606060606055;0.11764705882352944;0.0;0.10526315789473684;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.2857142857142857;0.0;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.4545454545454546;0.0;0.0;0.08333333333333337;0.0;0.04878048780487809;0.06896551724137934;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.05714285714285716;0.33333333333333337;0.0;0.0;0.0;0.11111111111111116;0.0;0.125;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.2666666666666667;0.0;0.11111111111111116;0.2857142857142857;0.0;0.46153846153846156;0.2222222222222222;0.1428571428571429;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.2222222222222222;0.1333333333333333;0.33333333333333337;0.21052631578947367;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.5;0.10526315789473684;0.0;0.07407407407407407;0.0;0.125;0.0;0.125;0.0;0.125;0.0;1.0;0.125;0.0;0.125;0.09090909090909094;0.0;0.0;0.0;0.0;0.33333333333333337;0.07407407407407407;0.0;0.09090909090909094;0.0;0.125;0.0;0.0;0.050000000000000044;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.11111111111111116;0.11764705882352944;0.125;0.10526315789473684;0.0
GO:0007169;0.19047619047619047;0.0;0.2142857142857143;0.0;0.7777777777777778;0.1875;0.19047619047619047;0.08333333333333337;0.07999999999999996;0.14814814814814814;0.16666666666666663;0.09523809523809523;0.06666666666666665;0.2142857142857143;0.15000000000000002;0.10526315789473684;0.09090909090909094;0.09999999999999998;0.2142857142857143;0.125;0.25;0.11111111111111116;0.06666666666666665;0.75;0.11764705882352944;0.16666666666666663;0.25;0.21052631578947367;0.17647058823529416;0.15000000000000002;0.0;0.15000000000000002;0.1428571428571429;0.16666666666666663;0.16666666666666663;0.4;0.19047619047619047;0.09375;0.16666666666666663;0.15000000000000002;0.15384615384615385;0.19047619047619047;0.11111111111111116;0.36363636363636365;0.36363636363636365;0.16666666666666663;0.6363636363636364;0.10256410256410253;0.5384615384615384;0.19047619047619047;0.10526315789473684;0.2222222222222222;0.1333333333333333;0.13793103448275867;0.11764705882352944;0.36363636363636365;0.1428571428571429;0.875;0.09302325581395354;0.10526315789473684;0.2666666666666667;0.09090909090909094;0.11764705882352944;0.31818181818181823;0.1428571428571429;0.1428571428571429;0.1333333333333333;0.1428571428571429;0.06896551724137934;0.09090909090909094;0.16666666666666663;0.09999999999999998;0.16666666666666663;0.0;0.13793103448275867;0.08333333333333337;0.09090909090909094;0.2142857142857143;0.17142857142857137;0.07407407407407407;0.15384615384615385;0.2857142857142857;0.16666666666666663;0.07999999999999996;0.0;0.17391304347826086;0.3076923076923077;0.06060606060606055;0.16666666666666663;0.17647058823529416;0.1333333333333333;0.1578947368421053;0.125;0.21052631578947367;0.1428571428571429;0.23529411764705888;0.16666666666666663;0.0;0.0;0.16666666666666663;0.1875;0.1333333333333333;0.0;0.8;0.1428571428571429;0.2142857142857143;0.1333333333333333;0.11111111111111116;0.75;0.19047619047619047;0.11111111111111116;0.11111111111111116;0.11764705882352944;0.10810810810810811;0.0;0.11764705882352944;0.11111111111111116;0.875;0.16666666666666663;0.10526315789473684;0.2142857142857143;0.10526315789473684;0.3076923076923077;0.09375;0.07407407407407407;0.2142857142857143;0.07407407407407407;0.2222222222222222;0.12903225806451613;0.3076923076923077;0.1875;0.25;0.0;0.21052631578947367;0.15384615384615385;0.0;0.23529411764705888;0.09523809523809523;0.18181818181818177;0.2142857142857143;0.1428571428571429;0.11764705882352944;0.05882352941176472;0.125;0.2142857142857143;0.1428571428571429;0.30000000000000004;0.7777777777777778;0.18181818181818177;0.7777777777777778;0.0;0.125;1.0;0.3076923076923077;0.7777777777777778;0.09999999999999998;0.17391304347826086;0.23076923076923073;0.11111111111111116;0.2142857142857143;0.16666666666666663;0.07999999999999996;0.11111111111111116;0.09999999999999998;0.0;0.7777777777777778;0.2666666666666667;0.11428571428571432;0.1428571428571429;0.11764705882352944;0.08695652173913049;0.2666666666666667;0.11764705882352944;0.15000000000000002;0.125;0.1333333333333333;0.7777777777777778;0.11764705882352944;0.2142857142857143
GO:1901215;0.18181818181818177;0.0;0.2857142857142857;0.0;0.3076923076923077;0.17647058823529416;0.18181818181818177;0.0;0.07843137254901966;0.1428571428571429;0.1578947368421053;0.0;0.06557377049180324;0.19999999999999996;0.1428571428571429;0.0;0.0;0.09677419354838712;0.19999999999999996;0.12121212121212122;0.23076923076923073;0.10810810810810811;0.06557377049180324;0.36363636363636365;0.11428571428571432;0.0;0.23076923076923073;0.19999999999999996;0.16666666666666663;0.1428571428571429;0.0;0.1428571428571429;0.0;0.0;0.1578947368421053;0.36363636363636365;0.23809523809523814;0.09090909090909094;0.1578947368421053;0.1428571428571429;0.0;0.18181818181818177;0.13888888888888884;0.6;0.33333333333333337;0.0;0.2666666666666667;0.09999999999999998;0.23529411764705888;0.18181818181818177;0.0;0.1333333333333333;0.0;0.2142857142857143;0.0;0.33333333333333337;0.13793103448275867;0.33333333333333337;0.09090909090909094;0.10256410256410253;0.25;0.12121212121212122;0.11428571428571432;0.15384615384615385;0.13793103448275867;0.0;0.2962962962962963;0.13793103448275867;0.0;0.0888888888888889;0.1578947368421053;0.09523809523809523;0.26086956521739135;0.0;0.1333333333333333;0.08163265306122447;0.0;0.19999999999999996;0.10526315789473684;0.0;0.1428571428571429;0.2666666666666667;0.16000000000000003;0.0;0.0;0.16666666666666663;0.2857142857142857;0.0;0.0;0.16666666666666663;0.125;0.15000000000000002;0.0;0.19999999999999996;0.0;0.375;0.0;0.0;0.0;0.1578947368421053;0.17647058823529416;0.0;0.0;0.2666666666666667;0.0;0.19999999999999996;0.0;0.0;0.36363636363636365;0.18181818181818177;0.10810810810810811;0.10810810810810811;0.0;0.10526315789473684;0.0;0.11428571428571432;0.0;0.33333333333333337;0.0;0.0;0.19999999999999996;0.09999999999999998;0.2857142857142857;0.09090909090909094;0.0;0.19999999999999996;0.0;0.21052631578947367;0.125;0.2857142857142857;0.17647058823529416;0.23529411764705888;0.0;0.19999999999999996;0.14814814814814814;0.0;0.375;0.14634146341463417;0.0;0.19999999999999996;0.0;0.0;0.05797101449275366;0.07692307692307687;0.2857142857142857;0.0;0.2727272727272727;0.3076923076923077;0.17391304347826086;0.3076923076923077;0.0;0.0;0.3076923076923077;1.0;0.3076923076923077;0.0;0.16666666666666663;0.2142857142857143;0.10810810810810811;0.19999999999999996;0.0;0.0;0.10810810810810811;0.0;0.0;0.3076923076923077;0.6666666666666667;0.17647058823529416;0.10810810810810811;0.0;0.08510638297872342;0.33333333333333337;0.0;0.1428571428571429;0.0;0.0;0.3076923076923077;0.0;0.19999999999999996
